x-axis,1
second,Volt
-50.0000E-09,-43.2411693037E-03
-49.8000E-09,-3.0401647091E-03
-49.6000E-09,-43.2411693037E-03
-49.4000E-09,-43.2411693037E-03
-49.2000E-09,-43.2411693037E-03
-49.0000E-09,-43.2411693037E-03
-48.8000E-09,-43.2411693037E-03
-48.6000E-09,-43.2411693037E-03
-48.4000E-09,-43.2411693037E-03
-48.2000E-09,-43.2411693037E-03
-48.0000E-09,-43.2411693037E-03
-47.8000E-09,-3.0401647091E-03
-47.6000E-09,-43.2411693037E-03
-47.4000E-09,-43.2411693037E-03
-47.2000E-09,-43.2411693037E-03
-47.0000E-09,-43.2411693037E-03
-46.8000E-09,-43.2411693037E-03
-46.6000E-09,-43.2411693037E-03
-46.4000E-09,-43.2411693037E-03
-46.2000E-09,-3.0401647091E-03
-46.0000E-09,-3.0401647091E-03
-45.8000E-09,-3.0401647091E-03
-45.6000E-09,-3.0401647091E-03
-45.4000E-09,-3.0401647091E-03
-45.2000E-09,-43.2411693037E-03
-45.0000E-09,-43.2411693037E-03
-44.8000E-09,-43.2411693037E-03
-44.6000E-09,-43.2411693037E-03
-44.4000E-09,-43.2411693037E-03
-44.2000E-09,-43.2411693037E-03
-44.0000E-09,-43.2411693037E-03
-43.8000E-09,-43.2411693037E-03
-43.6000E-09,-43.2411693036E-03
-43.4000E-09,-3.0401647091E-03
-43.2000E-09,-43.2411693037E-03
-43.0000E-09,-43.2411693037E-03
-42.8000E-09,-43.2411693037E-03
-42.6000E-09,-43.2411693037E-03
-42.4000E-09,-43.2411693037E-03
-42.2000E-09,-43.2411693037E-03
-42.0000E-09,-43.2411693037E-03
-41.8000E-09,-43.2411693037E-03
-41.6000E-09,-43.2411693037E-03
-41.4000E-09,-43.2411693037E-03
-41.2000E-09,-43.2411693037E-03
-41.0000E-09,-43.2411693037E-03
-40.8000E-09,-43.2411693037E-03
-40.6000E-09,-43.2411693037E-03
-40.4000E-09,-43.2411693036E-03
-40.2000E-09,-3.0401647091E-03
-40.0000E-09,-43.2411693037E-03
-39.8000E-09,-43.2411693037E-03
-39.6000E-09,-43.2411693037E-03
-39.4000E-09,-43.2411693037E-03
-39.2000E-09,-43.2411693037E-03
-39.0000E-09,-43.2411693037E-03
-38.8000E-09,-43.2411693037E-03
-38.6000E-09,-43.2411693037E-03
-38.4000E-09,-43.2411693037E-03
-38.2000E-09,-43.2411693037E-03
-38.0000E-09,-43.2411693036E-03
-37.8000E-09,-3.0401647091E-03
-37.6000E-09,-3.0401647091E-03
-37.4000E-09,-43.2411693037E-03
-37.2000E-09,-43.2411693037E-03
-37.0000E-09,-43.2411693037E-03
-36.8000E-09,-43.2411693037E-03
-36.6000E-09,-43.2411693037E-03
-36.4000E-09,-43.2411693037E-03
-36.2000E-09,-43.2411693037E-03
-36.0000E-09,-43.2411693037E-03
-35.8000E-09,-43.2411693037E-03
-35.6000E-09,-83.4421738982E-03
-35.4000E-09,-83.4421738982E-03
-35.2000E-09,-83.4421738982E-03
-35.0000E-09,-83.4421738982E-03
-34.8000E-09,-83.4421738982E-03
-34.6000E-09,-43.2411693037E-03
-34.4000E-09,-43.2411693037E-03
-34.2000E-09,-43.2411693037E-03
-34.0000E-09,-43.2411693037E-03
-33.8000E-09,-43.2411693037E-03
-33.6000E-09,-43.2411693037E-03
-33.4000E-09,-43.2411693037E-03
-33.2000E-09,-43.2411693037E-03
-33.0000E-09,-43.2411693037E-03
-32.8000E-09,-43.2411693037E-03
-32.6000E-09,-43.2411693037E-03
-32.4000E-09,-43.2411693037E-03
-32.2000E-09,-43.2411693037E-03
-32.0000E-09,-43.2411693037E-03
-31.8000E-09,-43.2411693037E-03
-31.6000E-09,-43.2411693036E-03
-31.4000E-09,-3.0401647091E-03
-31.2000E-09,-3.0401647091E-03
-31.0000E-09,-3.0401647091E-03
-30.8000E-09,-3.0401647091E-03
-30.6000E-09,-3.0401647091E-03
-30.4000E-09,-3.0401647091E-03
-30.2000E-09,-3.0401647091E-03
-30.0000E-09,-3.0401647091E-03
-29.8000E-09,-3.0401647091E-03
-29.6000E-09,-43.2411693037E-03
-29.4000E-09,-43.2411693037E-03
-29.2000E-09,-43.2411693037E-03
-29.0000E-09,-43.2411693037E-03
-28.8000E-09,-43.2411693037E-03
-28.6000E-09,-43.2411693037E-03
-28.4000E-09,-43.2411693037E-03
-28.2000E-09,-43.2411693036E-03
-28.0000E-09,-3.0401647091E-03
-27.8000E-09,-3.0401647091E-03
-27.6000E-09,-43.2411693037E-03
-27.4000E-09,-43.2411693037E-03
-27.2000E-09,-43.2411693037E-03
-27.0000E-09,-43.2411693037E-03
-26.8000E-09,-43.2411693037E-03
-26.6000E-09,-43.2411693037E-03
-26.4000E-09,-43.2411693037E-03
-26.2000E-09,-43.2411693037E-03
-26.0000E-09,-43.2411693037E-03
-25.8000E-09,-43.2411693037E-03
-25.6000E-09,-43.2411693037E-03
-25.4000E-09,-43.2411693037E-03
-25.2000E-09,-43.2411693037E-03
-25.0000E-09,-43.2411693037E-03
-24.8000E-09,-43.2411693037E-03
-24.6000E-09,-43.2411693037E-03
-24.4000E-09,-43.2411693037E-03
-24.2000E-09,-43.2411693037E-03
-24.0000E-09,-43.2411693037E-03
-23.8000E-09,-43.2411693037E-03
-23.6000E-09,-43.2411693037E-03
-23.4000E-09,-43.2411693037E-03
-23.2000E-09,-43.2411693036E-03
-23.0000E-09,-3.0401647091E-03
-22.8000E-09,-3.0401647091E-03
-22.6000E-09,-3.0401647091E-03
-22.4000E-09,-43.2411693037E-03
-22.2000E-09,-43.2411693037E-03
-22.0000E-09,-43.2411693036E-03
-21.8000E-09,-3.0401647091E-03
-21.6000E-09,-3.0401647091E-03
-21.4000E-09,-43.2411693037E-03
-21.2000E-09,-43.2411693037E-03
-21.0000E-09,-43.2411693037E-03
-20.8000E-09,-43.2411693037E-03
-20.6000E-09,-43.2411693037E-03
-20.4000E-09,-43.2411693036E-03
-20.2000E-09,-3.0401647091E-03
-20.0000E-09,-3.0401647091E-03
-19.8000E-09,-3.0401647091E-03
-19.6000E-09,-43.2411693037E-03
-19.4000E-09,-43.2411693037E-03
-19.2000E-09,-43.2411693037E-03
-19.0000E-09,-43.2411693037E-03
-18.8000E-09,-43.2411693037E-03
-18.6000E-09,-43.2411693037E-03
-18.4000E-09,-43.2411693037E-03
-18.2000E-09,-43.2411693037E-03
-18.0000E-09,-43.2411693037E-03
-17.8000E-09,-43.2411693037E-03
