x-axis,3,4
second,Volt,Volt
-10.481050000E-03,+3.296482376754E+00,+1.037688447163E+00
-10.481042188E-03,+3.296482376754E+00,+1.037688447163E+00
-10.481034375E-03,+3.296482376754E+00,+1.037688447163E+00
-10.481026563E-03,+3.302512527442E+00,+1.033165834147E+00
-10.481018750E-03,+3.321608004620E+00,+1.022613070442E+00
-10.481010938E-03,+3.346733632490E+00,+1.010050256508E+00
-10.481003125E-03,+3.368844185017E+00,+1.000502517915E+00
-10.480995313E-03,+3.355778858548E+00,+1.002010055581E+00
-10.480987500E-03,+3.326633130214E+00,+1.008793975107E+00
-10.480979688E-03,+3.304522577686E+00,+1.015075382074E+00
-10.480971875E-03,+3.296482376754E+00,+1.013819100689E+00
-10.480964063E-03,+3.296482376754E+00,+1.007537693722E+00
-10.480956250E-03,+3.296482376754E+00,+1.000502517919E+00
-10.480948438E-03,+3.296482376754E+00,+999.748749073E-03
-10.480940625E-03,+3.296482376754E+00,+1.005025130923E+00
-10.480932813E-03,+3.296482376754E+00,+1.011306537890E+00
-10.480925000E-03,+3.296482376754E+00,+1.016080407188E+00
-10.480917188E-03,+3.296482376754E+00,+1.022864326707E+00
-10.480909375E-03,+3.296482376754E+00,+1.030150758792E+00
-10.480901563E-03,+3.296482376754E+00,+1.035678396925E+00
-10.480893750E-03,+3.296482376754E+00,+1.033165834157E+00
-10.480885938E-03,+3.296482376754E+00,+1.026381914630E+00
-10.480878125E-03,+3.296482376754E+00,+1.020100507663E+00
-10.480870313E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480862500E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480854688E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480846875E-03,+3.296482376754E+00,+1.019849251366E+00
-10.480839063E-03,+3.296482376754E+00,+1.024371864380E+00
-10.480831250E-03,+3.296482376754E+00,+1.030150758787E+00
-10.480823438E-03,+3.296482376754E+00,+1.035678396921E+00
-10.480815625E-03,+3.296482376754E+00,+1.032412065330E+00
-10.480807813E-03,+3.296482376754E+00,+1.025125633242E+00
-10.480800000E-03,+3.296482376754E+00,+1.019597995108E+00
-10.480792188E-03,+3.278391924765E+00,+1.017587944865E+00
-10.480784375E-03,+3.251256246653E+00,+1.017587944865E+00
-10.480776563E-03,+3.226130618783E+00,+1.017587944865E+00
-10.480768750E-03,+3.225125593556E+00,+1.017587944865E+00
-10.480760938E-03,+3.246231120937E+00,+1.017587944865E+00
-10.480753125E-03,+3.280401974795E+00,+1.017587944865E+00
-10.480745313E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480737500E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480729688E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480721875E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480714063E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480706250E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480698438E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480690625E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480682813E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480675000E-03,+3.296482376754E+00,+1.017587944865E+00
-10.480667188E-03,+2.895477358542E+00,+1.029648246165E+00
-10.480659375E-03,+2.055276363717E+00,+1.056532667941E+00
-10.480651563E-03,+1.097487429351E+00,+1.087185933946E+00
-10.480643750E-03,+381.909545951E-03,+1.110552767912E+00
-10.480635938E-03,+160.804018378E-03,+1.102261310905E+00
-10.480628125E-03,+160.804018378E-03,+1.080402014626E+00
-10.480620313E-03,+160.804018378E-03,+1.063819100215E+00
-10.480612500E-03,+109.547737904E-03,+1.027638196240E+00
-10.480604688E-03,+30.150753791E-03,+981.909553483E-03
-10.480596875E-03,-48.241205139E-03,+936.180910784E-03
-10.480589063E-03,-68.341707906E-03,+926.130659341E-03
-10.480581250E-03,-45.226130290E-03,+943.467342553E-03
-10.480573438E-03,-14.070351781E-03,+966.834176435E-03
-10.480565625E-03,-9.045225959E-03,+977.386940271E-03
-10.480557813E-03,-30.150753319E-03,+977.386940271E-03
-10.480550000E-03,-55.276381188E-03,+977.386940271E-03
-10.480542188E-03,-74.371858421E-03,+977.386940271E-03
-10.480534375E-03,-62.311557282E-03,+991.708548031E-03
-10.480526563E-03,-35.175879156E-03,+1.011809050360E+00
-10.480518750E-03,-10.050251286E-03,+1.030150758698E+00
-10.480510938E-03,+0.0E+00,+1.029396990042E+00
-10.480503125E-03,+0.0E+00,+1.017085432372E+00
-10.480495313E-03,+0.0E+00,+1.003517593343E+00
-10.480487500E-03,+0.0E+00,+994.472367253E-03
-10.480479688E-03,+0.0E+00,+988.693472850E-03
-10.480471875E-03,+0.0E+00,+982.412065883E-03
-10.480464063E-03,+0.0E+00,+978.391965401E-03
-10.480456250E-03,+0.0E+00,+971.356789643E-03
-10.480448438E-03,+0.0E+00,+963.567844980E-03
-10.480440625E-03,+0.0E+00,+958.793975669E-03
-10.480432813E-03,-18.090451875E-03,+957.286437973E-03
-10.480425000E-03,-45.226130006E-03,+957.286437973E-03
-10.480417188E-03,-70.351757876E-03,+957.286437973E-03
-10.480409375E-03,-68.341707944E-03,+953.517593834E-03
-10.480401563E-03,-45.226130338E-03,+947.236186867E-03
-10.480393750E-03,-14.070351847E-03,+940.201011072E-03
-10.480385938E-03,-12.060301240E-03,+934.170860366E-03
-10.480378125E-03,-35.175878845E-03,+928.391965965E-03
-10.480370313E-03,-57.286431406E-03,+922.864327825E-03
-10.480362500E-03,-74.371858393E-03,+918.592971078E-03
-10.480354688E-03,-80.402009189E-03,+911.809051589E-03
-10.480346875E-03,-80.402009189E-03,+904.522619489E-03
-10.480339063E-03,-80.402009189E-03,+898.994981348E-03
-10.480331250E-03,-65.326632654E-03,+892.462318121E-03
-10.480323438E-03,-40.201004784E-03,+885.678398587E-03
-10.480315625E-03,-12.060301608E-03,+879.396991619E-03
-10.480307813E-03,+0.0E+00,+876.884428784E-03
-10.480300000E-03,+0.0E+00,+876.884428784E-03
