x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-275.0000E-03,+3.1969850E+00,+3.1281407E+00,+3.1859296E+00,-110.5527E-03
-274.7250E-03,+3.1969850E+00,+3.0572863E+00,+3.2567841E+00,-82.2109E-03
-274.4500E-03,+3.1969850E+00,+2.9271357E+00,+3.1859296E+00,-86.8343E-03
-274.1750E-03,+3.1969850E+00,+2.9271357E+00,+3.3753762E+00,-30.1507E-03
-273.9000E-03,+3.2444219E+00,+2.9271357E+00,+3.1859296E+00,-30.1507E-03
-273.6250E-03,+3.2582920E+00,+2.7738683E+00,+3.1859296E+00,-91.4577E-03
-273.3500E-03,+3.2062318E+00,+2.9271357E+00,+3.1859296E+00,-110.5527E-03
-273.0750E-03,+3.2345736E+00,+3.0341694E+00,+3.1859296E+00,-110.5527E-03
-272.8000E-03,+3.1969850E+00,+2.9271357E+00,+3.1859296E+00,-162.0114E-03
-272.5250E-03,+3.2635169E+00,+3.0934654E+00,+3.2206050E+00,-30.1507E-03
-272.2500E-03,+3.2391970E+00,+3.0226109E+00,+3.1859296E+00,-68.3408E-03
-271.9750E-03,+3.2675388E+00,+2.9271357E+00,+3.2105503E+00,-110.5527E-03
-271.7000E-03,+3.2588935E+00,+2.9271357E+00,+3.1859296E+00,-92.0592E-03
-271.4250E-03,+3.1969850E+00,+3.1281407E+00,+3.1859296E+00,-110.5527E-03
-271.1500E-03,+3.2022099E+00,+3.1150785E+00,+3.1859296E+00,-110.5527E-03
-270.8750E-03,+3.2542702E+00,+3.0703485E+00,+3.1859296E+00,-110.5527E-03
-270.6000E-03,+3.2259284E+00,+2.9994940E+00,+3.1859296E+00,-110.5527E-03
-270.3250E-03,+3.2767855E+00,+3.1266369E+00,+3.1859296E+00,-109.9512E-03
-270.0500E-03,+3.2773870E+00,+2.9271357E+00,+3.3175840E+00,-82.8124E-03
-269.7750E-03,+3.2213050E+00,+2.9271357E+00,+3.1859296E+00,-30.1507E-03
